x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2196552008390426,0.6406734585762024,-1.8188463002388747e-07,0.257341980934143,0.5312246084213257,-0.0233471505343914,0.3319000005722046,0.4258959293365478,-0.0568400807678699,0.4029996395111084,0.3680708110332489,-0.0856365263462066,0.4249680936336517,0.3494598865509033,-0.1082987785339355,0.2616905272006988,0.361259400844574,-0.1083476617932319,0.4068202972412109,0.3715539574623108,-0.1517257094383239,0.3971255421638489,0.4267284572124481,-0.1608317196369171,0.3548032939434051,0.4405775368213653,-0.1635554879903793,0.2573590278625488,0.4440760612487793,-0.1204194650053978,0.4137057662010193,0.4573192596435547,-0.1600367426872253,0.3901676535606384,0.4986679553985595,-0.1497735828161239,0.3425650596618652,0.5044183731079102,-0.1444790959358215,0.2679266929626465,0.5330036282539368,-0.1311783790588379,0.4145717322826385,0.53713059425354,-0.1563388556241989,0.3834488689899444,0.5664302110671997,-0.1277073174715042,0.3386583030223846,0.5694225430488586,-0.1113745421171188,0.288646787405014,0.619773805141449,-0.1441340446472168,0.4042612314224243,0.6057934761047363,-0.1524387747049331,0.3759522438049316,0.6208490133285522,-0.1311970055103302,0.3317557871341705,0.6234259009361267,-0.1191790252923965,rock
0.2327825725078582,0.5951312780380249,6.170280641981662e-08,0.2902363538742065,0.4823962450027466,-0.0247445050626993,0.3657307028770447,0.3862495720386505,-0.0652059614658355,0.4287949204444885,0.3296297788619995,-0.0990242138504982,0.4421597123146057,0.3189950585365295,-0.1272065937519073,0.2744982242584228,0.3206522464752197,-0.13991479575634,0.4187617003917694,0.3409188985824585,-0.1769440621137619,0.4201515316963196,0.3914965689182281,-0.1722239106893539,0.3843785524368286,0.4016543626785278,-0.1677068471908569,0.2644228935241699,0.4093585908412933,-0.1542527973651886,0.4280591011047363,0.4338146448135376,-0.187687337398529,0.4103115797042846,0.4700632095336914,-0.1639300137758255,0.3682555556297302,0.4669579267501831,-0.1527598798274994,0.2720074355602264,0.5024337768554688,-0.1655876785516739,0.4238693118095398,0.5141205191612244,-0.1873884350061416,0.4010476469993591,0.5367714166641235,-0.1541162133216858,0.3614699840545654,0.535283625125885,-0.1380323469638824,0.2917859554290771,0.5894967317581177,-0.1792366206645965,0.4085361957550049,0.5821288228034973,-0.1900950223207473,0.3925906419754028,0.5842254757881165,-0.1722540408372879,0.3569280505180359,0.5812294483184814,-0.1642620414495468,rock
0.2505899965763092,0.5692448019981384,4.0263181233513023e-08,0.3093739748001098,0.448835551738739,-0.0206187590956687,0.380314439535141,0.3639620542526245,-0.0686587244272232,0.4357914328575134,0.3129178881645202,-0.1092356517910957,0.4461816251277923,0.3011906743049621,-0.1442024260759353,0.2839195728302002,0.297847032546997,-0.1681764125823974,0.4215616881847381,0.3195888698101043,-0.2014223039150238,0.4206970930099487,0.3671448528766632,-0.1816614419221878,0.3866211175918579,0.376306414604187,-0.1659984141588211,0.2764198780059814,0.3848320543766022,-0.1870838701725006,0.433742344379425,0.4058331847190857,-0.2115715593099594,0.4170208871364593,0.4451839029788971,-0.1664279997348785,0.3789714574813843,0.4431725740432739,-0.1412684321403503,0.2843500673770904,0.4737729430198669,-0.2020082026720047,0.4288819432258606,0.4853422045707702,-0.2155773341655731,0.4081861078739166,0.5090726613998413,-0.1677137166261673,0.3709398806095123,0.5064163208007812,-0.1446568369865417,0.3052509427070617,0.558925211429596,-0.2193926870822906,0.4090377390384674,0.5569803714752197,-0.2274266332387924,0.4018270969390869,0.5556944012641907,-0.206791952252388,0.3736107349395752,0.553161084651947,-0.1982710212469101,rock
0.2544327676296234,0.5630319118499756,-4.257347807623546e-09,0.3145273327827453,0.4380737841129303,-0.0131139550358057,0.3814599215984344,0.3574845194816589,-0.065188430249691,0.433296263217926,0.3139322996139526,-0.1112406104803085,0.4513615667819977,0.3013896048069,-0.1529694199562072,0.2871752083301544,0.2911751866340637,-0.1773339062929153,0.4260804057121277,0.30860435962677,-0.2062118500471115,0.4242730140686035,0.3658353686332702,-0.1779426038265228,0.3918100893497467,0.3861489593982696,-0.1562466621398925,0.2837987840175628,0.3754397332668304,-0.2008614540100097,0.4399732947349548,0.396366536617279,-0.2163026332855224,0.4174951314926147,0.4465131163597107,-0.1551845222711563,0.3765662610530853,0.4531012773513794,-0.1194287911057472,0.2926015257835388,0.4669063687324524,-0.2201511114835739,0.4361259639263153,0.4822103977203369,-0.2249632030725479,0.4090784788131714,0.5118845105171204,-0.1673563122749328,0.3675375282764435,0.5117644667625427,-0.1401833444833755,0.3141615986824035,0.5526250600814819,-0.2414876222610473,0.4092896580696106,0.5579351186752319,-0.2453776150941848,0.4001219868659973,0.5576988458633423,-0.2227337062358856,0.3737092614173889,0.5541848540306091,-0.214028999209404,rock
0.2630109786987304,0.5473214387893677,-3.8562664173014134e-08,0.3226395547389984,0.4188760221004486,-0.0040882863104343,0.3925510942935943,0.3396013677120209,-0.0504161193966865,0.4461129903793335,0.3040940761566162,-0.0914390534162521,0.4597004950046539,0.3056122362613678,-0.1285405457019806,0.3031824231147766,0.286807656288147,-0.170377716422081,0.4378165602684021,0.3035948276519775,-0.197184219956398,0.4325924813747406,0.3562473654747009,-0.1688410639762878,0.4006544053554535,0.3746311664581299,-0.147960290312767,0.2995376288890838,0.3695710897445678,-0.1967054605484008,0.4516913592815399,0.3877692222595215,-0.2128357738256454,0.4290986061096191,0.4331762790679931,-0.1533944755792617,0.3906777501106262,0.4412375092506408,-0.1183884069323539,0.3071068525314331,0.4574116468429565,-0.2175480723381042,0.4459933638572693,0.4740284383296966,-0.2220602631568908,0.4201847910881042,0.4988063871860504,-0.1646865457296371,0.381048172712326,0.4982296526432037,-0.137150377035141,0.3274202346801758,0.5403949022293091,-0.2395853102207183,0.4193618297576904,0.5484846830368042,-0.2452695220708847,0.4117580354213714,0.5436508059501648,-0.2238534688949585,0.3880433738231659,0.5363348722457886,-0.215417206287384,rock
0.2762220501899719,0.5527348518371582,7.819406278031239e-08,0.3429551720619201,0.4122048020362854,0.0062182955443859,0.4012305736541748,0.3326592445373535,-0.049259252846241,0.4389845728874206,0.3010575175285339,-0.1012116521596908,0.4579886198043823,0.2986831367015838,-0.1503978669643402,0.3083819448947906,0.2900726795196533,-0.1978863775730133,0.4408386349678039,0.3016319870948791,-0.2255574613809585,0.4385546147823334,0.3503925502300262,-0.1855072379112243,0.4092132747173309,0.3744644522666931,-0.1555186063051223,0.3049913048744201,0.3708285689353943,-0.2307877540588379,0.4512587189674377,0.3892264366149902,-0.2466205656528473,0.432176262140274,0.4341311752796173,-0.1688208132982254,0.3938963413238525,0.4415429532527923,-0.1203534603118896,0.3107828199863434,0.4591909050941467,-0.2565577030181885,0.4446115791797638,0.4708430767059326,-0.2602826654911041,0.4221928715705871,0.4967660903930664,-0.190333679318428,0.3841532170772552,0.4932853579521179,-0.1556313782930374,0.3310559689998626,0.5410610437393188,-0.282135933637619,0.4126782715320587,0.5515848398208618,-0.2937159538269043,0.4146555066108703,0.5434131622314453,-0.2739804685115814,0.4013403356075287,0.5302720665931702,-0.2664035260677337,rock
0.2759241759777069,0.5480446815490723,-3.396568004632172e-08,0.3358303904533386,0.4127298891544342,0.0097702471539378,0.4019206762313843,0.3342948257923126,-0.0408359840512275,0.4504622519016266,0.300693154335022,-0.087771289050579,0.4672533273696899,0.2897027730941772,-0.1321702450513839,0.313608855009079,0.2865766286849975,-0.1862220466136932,0.4479045569896698,0.2946151494979858,-0.2061489522457122,0.4432456195354461,0.3476103544235229,-0.1642918437719345,0.4120738208293915,0.3732020556926727,-0.1340783089399337,0.3149353861808777,0.3686252534389496,-0.2186897248029709,0.460245132446289,0.3787879049777984,-0.2256547659635543,0.4361461400985718,0.4269982576370239,-0.1494780778884887,0.3966808915138244,0.4375010132789612,-0.1044673174619674,0.3242479562759399,0.4576718211174011,-0.2431123107671737,0.454733282327652,0.4681994318962097,-0.2368887811899185,0.4232839941978454,0.498757392168045,-0.1679761111736297,0.3802129626274109,0.499279260635376,-0.1366105526685714,0.3467729091644287,0.53722083568573,-0.2674408853054046,0.4292405247688293,0.5415079593658447,-0.2680172026157379,0.4190716743469238,0.5405545830726624,-0.2442833036184311,0.3941332101821899,0.5349996089935303,-0.2363301962614059,rock
0.2745330333709717,0.5425592660903931,-4.545773535369335e-09,0.3309923708438873,0.4231474697589874,-0.0183734614402055,0.3995289206504822,0.3480954468250274,-0.0695374459028244,0.4540188014507293,0.3029313385486603,-0.1131763309240341,0.47390216588974,0.2922661900520324,-0.1514925062656402,0.3131284117698669,0.2731984257698059,-0.1760111153125763,0.449537992477417,0.3016965091228485,-0.2089256197214126,0.4440718591213226,0.3559629023075104,-0.1861766427755355,0.4102445840835571,0.3684424161911011,-0.1685376614332199,0.3077174723148346,0.3566152155399322,-0.1961515992879867,0.4596397876739502,0.3879802525043487,-0.2195815742015838,0.4382293820381164,0.4322525262832641,-0.1700692623853683,0.3998661339282989,0.4348527789115906,-0.142347976565361,0.3154728412628174,0.4466646313667297,-0.2119323462247848,0.4531512260437011,0.4696225225925445,-0.2228409051895141,0.4289659857749939,0.4954918622970581,-0.1730259209871292,0.391696035861969,0.4941437840461731,-0.1502972394227981,0.3356651663780212,0.5338336229324341,-0.2297509908676147,0.4307107627391815,0.5427318811416626,-0.2367914021015167,0.4246174693107605,0.542706310749054,-0.2169789224863052,0.4007454812526703,0.5358483791351318,-0.2099843323230743,rock
0.2707463204860687,0.5423370003700256,5.236732292246416e-08,0.3149381875991821,0.4224075675010681,-0.0172821208834648,0.3883644640445709,0.3356980383396148,-0.0581985004246234,0.4537501335144043,0.2881974577903747,-0.09220802038908,0.4743779301643371,0.297071099281311,-0.1211883872747421,0.3139241337776184,0.2851499319076538,-0.143654003739357,0.4484664499759674,0.3075611591339111,-0.1738550812005996,0.4544032216072082,0.355878472328186,-0.1611663550138473,0.4204395413398742,0.3681759834289551,-0.1506670713424682,0.310122549533844,0.3707264959812164,-0.1593117415904998,0.4623510241508484,0.3929094672203064,-0.1798145622014999,0.4513405263423919,0.4328523874282837,-0.144093707203865,0.4108480513095855,0.4354375600814819,-0.1250686943531036,0.3202751278877258,0.461309552192688,-0.1705306470394134,0.4585603773593902,0.4779759645462036,-0.1795485615730285,0.4437713921070099,0.4972744584083557,-0.1391509920358657,0.4053860604763031,0.4968597292900085,-0.1200960054993629,0.3393008708953857,0.5472160577774048,-0.1836265474557876,0.4463332295417785,0.5511691570281982,-0.1851876825094223,0.4467920064926147,0.5474718809127808,-0.1634163409471511,0.423604279756546,0.5388862490653992,-0.1536454260349273,rock
0.2741927802562713,0.555415153503418,-3.4880461186048706e-08,0.3266271352767944,0.4387296736240387,-0.0191361159086227,0.3996775150299072,0.3516035377979278,-0.0653441324830055,0.4618340730667114,0.3042142987251282,-0.1047071665525436,0.4751628935337066,0.3109797835350036,-0.1386693716049194,0.3168151080608368,0.2960516214370727,-0.1575079709291458,0.4529440402984619,0.3141793310642242,-0.1893060654401779,0.4513869881629944,0.3649105727672577,-0.1742980182170868,0.4161395728588104,0.3773229420185089,-0.1633105278015136,0.3100446462631225,0.3832069635391235,-0.1753447651863098,0.4650622606277466,0.4020790457725525,-0.2012969404458999,0.4441256523132324,0.4417674541473388,-0.1649325489997863,0.4018253087997436,0.4423656463623047,-0.1468545645475387,0.3189305365085602,0.4718051850795746,-0.1884715855121612,0.4585391283035278,0.4879149198532104,-0.1991985738277435,0.4326412081718445,0.508948028087616,-0.1576112210750579,0.3917262554168701,0.5069789290428162,-0.1404187530279159,0.3395224511623382,0.5562437772750854,-0.2038006335496902,0.4452210366725921,0.5573997497558594,-0.2059302777051925,0.4286477565765381,0.5608921647071838,-0.1842220574617386,0.3932563364505768,0.5556994676589966,-0.1769597232341766,rock
